ARG,99.8116836547852,5.05090951873694,3.92454134155969,56.103604348639,17.548,0.999527352549682,9.3931999206543,76.068,66.935022110005,2.301
ALB,99.98,0.0889730311118626,0.380862706109397,45.5504024648604,12.197,0.862938541611329,38.6255989074707,78.025,0,1.677
AUT,100,0.530994041830567,-0.589657916425992,49.1656923872968,9.8,2.23981360292255,34.8772010803223,81.190243902439,22.2220423230737,1.49
BGD,74.4400787353516,6.11672104843073,4.93579846280345,52.395868021301,19.156,6.41256923535993,34.2163009643555,71.514,98.7731100981173,2.12
BEL,100,2.3422983584835,1.75099455528782,54.193605740924,10.8,1.22506165797896,9.37609958648682,80.9926829268293,39.2146431241732,1.7
BRA,91.522822,3.29755670396172,1.74648711756925,64.3685054315528,22.821,0.52804637435098,8.19859981536865,70.277,68.5975609756098,2.886
BOL,99.710902,-2.94639810926898,-3.75711646296297,43.7481057956148,14.472,1.06556304089621,43.7406005859375,74.994,23.4329117754259,1.753
CAN,100,-2.36428513836167,-3.0902665102842,47.156455788445,10.7,0.959155842588383,22.6422004699707,81.9,21.067179533053,1.563
CHL,99.714844,4.21326639382613,2.99312714805696,45.2716349513929,13.369,0.753460883867295,25.0650997161865,79.646,56.3956650350856,1.75
COL,98.186898,4.13644676695159,2.92469202157521,47.5456427995585,15.515,0.840691173547389,31.5995006561279,76.531,31.763188779576,1.863
CHN,100,7.95782685246536,7.41064485641465,37.7138573515833,12.07,3.70433779787624,12.2453002929688,75.928,72.9620759739898,1.665
CRI,99.409804,5.53373680033162,4.39269444933166,44.5771544592275,14.762,1.05195535858878,38.326301574707,79.565,0.998890122086571,1.806
DNK,100,2.64823212788376,1.92565576564738,55.9833595296141,10.2,2.82645326632997,32.9777984619141,80.7024390243902,31.8996787231838,1.71
EGY,99.3,8.32920800057198,5.96454526751167,62.3790242438513,28.182,2.8236741100492,5.11600017547607,71.302,91.7407144858966,3.436
ECU,98.825883,-1.72304404145459,-3.30031066315382,55.427362349853,20.432,0.885487968017358,13.0735998153687,76.143,47.1970576848626,2.499
SLV,95.4,3.97831937374443,3.48520032570501,56.5634473299698,18.734,1.91014871653403,21.0300998687744,72.412,42.1773250960093,2.101
FIN,100,1.97232379826929,1.63699595679508,57.8258663019847,10.1,2.20393575245107,43.2295989990234,81.4804878048781,16.1858390308614,1.65
FRA,100,2.35649874123192,1.99319679426064,59.3207259286048,12,1.18446059463576,13.4837999343872,82.3219512195122,6.05578763926501,1.96
DEU,100,2.91735905475387,2.03024617647078,52.5216312802673,9,1.43282098036182,14.5502996444702,80.6414634146341,55.0630531681038,1.5
HUN,100,3.8823399567181,4.1297233887865,46.8804592243367,9.4,1.15413429345168,15.6000995635986,75.5682926829269,36.5598839891899,1.45
IND,88,8.83358142719347,7.62478666013257,51.6434416967877,18.625,1.84970411271104,34.3959007263184,68.607,81.8920986490278,2.295
ITA,100,0.672949663287767,0.770021128639158,55.4340137863763,8,2.32561367123939,16.570499420166,82.5439024390244,60.2467662539689,1.35
JAM,94.9,2.68728457279983,2.12298870738741,49.4984783963306,16.633,0.99751761957118,11.8043003082275,74.098,89.7379912663755,2.026
JPN,100,3.88834701346174,3.99865703813371,63.9578508093031,8,1.81225349686177,6.32340002059937,83.7939024390244,80.2593729534245,1.45
MEX,99,3.20535053126558,1.93231890652599,52.3477206979876,18.573,1.00885426877766,9.19330024719238,74.904,80.8760100019927,2.215
NZL,100,4.00253941151665,1.90642366731353,52.947289693329,13.23,0.84806938278318,31.1613998413086,81.4568292682927,19.7896165592128,1.99
NOR,100,-0.626211145661898,-1.61016086519002,52.1267547284102,11.3,1.26463191746462,58.13330078125,82.3048780487805,1.93021219827407,1.72
PAK,71.4121246337891,5.71064352900275,3.52571802548478,67.3546157255926,29.124,4.12355513871239,45.878101348877,66.577,63.0871090825448,3.66
POL,100,5.79133771775821,5.86186172631756,44.0419454575121,9.7,1.65781085816658,11.8677997589111,77.4512195121951,86.0813795705271,1.32
PER,93.852179,2.62746341756083,1.34636221493665,54.8162593476881,18.544,1.20265026009647,27.4379997253418,75.792,47.2694866427639,2.323
PRY,99.331532,2.22381260511784,0.860236680982922,57.0250176715609,21.198,0.905698715314468,60.5124015808105,73.662,0.0017939150401837,2.508
PHL,89.08,7.16221476207637,5.48303001674439,58.4386793601891,22.273,0.624281812332121,25.86549949646,70.644,74.5634790627692,2.805
PRT,100,2.49275466254784,2.91809944201502,53.4888748806758,8.3,1.84189559652234,27.2049999237061,81.1243902439025,51.8730133967746,1.31
ROU,100,4.5156105337248,5.00804493224463,48.1296512404566,10.2,1.58341507464729,23.6928005218506,74.9121951219512,42.5957950304906,1.62
ZAF,85.3,3.55221201781883,1.97763471201591,52.2546518920949,21.719,0.931559246021026,10.2917003631592,62.649,92.7854062641852,2.484
SAU,100,-11.2388599586373,-13.4806431440243,40.5354135989677,19.41,0.709904424672361,0.0137999998405576,74.651,76.2100397238248,2.507
ESP,100,4.78195007394908,4.86328074385366,50.4962473335789,9,1.21900525326095,16.2985000610352,82.8317073170732,44.0671437622394,1.33
SWE,100,3.54151731448948,2.45238139659712,58.4856890090749,11.7,1.20757668522249,52.8914985656738,82.2048780487805,1.08503004366057,1.85
USA,100,3.6244575200014,2.86435775379931,51.2095505522683,12.4,0.942056455350089,9.03390026092529,78.690243902439,67.0787014713357,1.8435
TUR,100,6.40144486236656,4.63983810058863,50.3050892653917,16.718,2.49497796674936,13.3374004364014,76.532,67.8458876244829,2.101
